data type,model,init method,prune ratio,restore,number,best accuracy
cifar10,conv3_wobn,xavier,0.96,0,2,37.470001220703125
cifar10,conv3_wobn,xavier,0.80,0,4,59.560001373291016
cifar10,conv3_wobn,kaiming_in,0.92,0,5,46.29999923706055
cifar10,conv3_wobn,xavier,0.84,1,5,55.83000183105469
cifar10,conv3_wobn,kaiming_in,0.88,1,3,53.849998474121094
cifar10,conv3_wobn,kaiming_in,0.82,0,1,58.029998779296875
cifar10,conv3_wobn,kaiming_out,0.92,0,5,40.27000045776367
cifar10,conv3_wobn,kaiming_out,0.96,1,5,39.0
cifar10,conv3_wobn,xavier,0.80,1,2,57.9900016784668
cifar10,conv3_wobn,xavier,0.90,1,2,50.47999954223633
cifar10,conv3_wobn,xavier,0.80,0,5,60.72999954223633
cifar10,conv3_wobn,kaiming_out,0.86,0,2,48.58000183105469
cifar10,conv3_wobn,kaiming_out,0.94,1,2,46.29999923706055
cifar10,conv3_wobn,kaiming_in,0.84,1,2,55.2400016784668
cifar10,conv3_wobn,xavier,0.80,1,3,58.15999984741211
cifar10,conv3_wobn,kaiming_in,0.92,1,5,47.70000076293945
cifar10,conv3_wobn,kaiming_in,0.90,0,1,51.15999984741211
cifar10,conv3_wobn,xavier,0.84,1,1,56.470001220703125
cifar10,conv3_wobn,kaiming_out,0.82,0,3,53.720001220703125
cifar10,conv3_wobn,xavier,0.88,1,2,52.95000076293945
cifar10,conv3_wobn,kaiming_out,0.88,0,4,46.13999938964844
cifar10,conv3_wobn,xavier,0.94,1,1,43.79999923706055
cifar10,conv3_wobn,kaiming_out,0.96,1,3,39.560001373291016
cifar10,conv3_wobn,kaiming_out,0.84,0,1,10.0
cifar10,conv3_wobn,kaiming_out,0.86,1,4,54.54999923706055
cifar10,conv3_wobn,kaiming_in,0.98,1,4,19.510000228881836
cifar10,conv3_wobn,kaiming_in,0.94,1,4,43.849998474121094
cifar10,conv3_wobn,kaiming_out,0.80,0,5,51.650001525878906
cifar10,conv3_wobn,kaiming_in,0.98,1,1,22.010000228881836
cifar10,conv3_wobn,xavier,0.86,1,2,54.689998626708984
cifar10,conv3_wobn,kaiming_out,0.88,0,3,45.58000183105469
cifar10,conv3,kaiming_in,0.82,0,3,59.31999969482422
cifar10,conv3,kaiming_out,0.84,0,3,48.33000183105469
cifar10,conv3,xavier,0.86,0,5,55.83000183105469
cifar10,conv3,xavier,0.98,0,2,29.469999313354492
cifar10,conv3,kaiming_out,0.98,1,5,31.350000381469727
cifar10,conv3,kaiming_out,0.94,0,5,42.11000061035156
cifar10,conv3,xavier,0.82,1,3,58.5
cifar10,conv3,xavier,0.92,1,4,48.61000061035156
cifar10,conv3,kaiming_out,0.96,0,5,39.029998779296875
cifar10,conv3,kaiming_out,0.98,1,4,33.45000076293945
cifar10,conv3,kaiming_out,0.86,1,5,55.220001220703125
cifar10,conv3,kaiming_out,0.92,0,4,42.130001068115234
cifar10,conv3,xavier,0.96,1,4,41.27000045776367
cifar10,conv3,kaiming_out,0.80,1,1,59.81999969482422
cifar10,conv3,xavier,0.82,1,2,58.33000183105469
cifar10,conv3,kaiming_out,0.90,1,4,52.130001068115234
cifar10,conv3,xavier,0.80,0,1,61.630001068115234
cifar10,conv3,kaiming_in,0.86,0,3,55.88999938964844
cifar10,conv3,kaiming_out,0.92,1,2,49.66999816894531
cifar10,conv3,kaiming_in,0.86,1,4,55.380001068115234
cifar10,conv3,kaiming_in,0.90,1,2,51.279998779296875
cifar10,conv3,kaiming_in,0.90,0,4,52.97999954223633
cifar10,conv3,xavier,0.92,0,3,48.11000061035156
cifar10,conv3,kaiming_in,0.98,1,5,27.6200008392334
cifar10,conv3,kaiming_in,0.80,1,3,61.220001220703125
cifar10,conv3,xavier,0.94,0,1,45.220001220703125
cifar10,conv3,kaiming_in,0.84,1,5,56.95000076293945
cifar10,conv3,kaiming_in,0.94,0,3,46.31999969482422
cifar10,conv3,xavier,0.94,0,2,46.61000061035156
cifar10,conv3,kaiming_in,0.88,0,2,52.400001525878906
cifar10,conv3,kaiming_out,0.82,0,1,45.61000061035156
cifar10,conv3,xavier,0.88,1,1,54.15999984741211
cifar10,conv3,xavier,0.82,0,5,59.20000076293945
cifar10,conv3,kaiming_in,0.96,1,3,41.150001525878906
cifar10,conv3,xavier,0.84,0,3,56.650001525878906
cifar10,conv3,kaiming_out,0.90,1,5,51.52000045776367
cifar10,conv3,kaiming_out,0.82,1,1,58.79999923706055
cifar10,conv3,kaiming_out,0.84,0,2,47.72999954223633
cifar10,conv3,kaiming_in,0.98,0,1,32.540000915527344
cifar10,conv3,kaiming_in,0.98,0,2,33.84000015258789
cifar10,conv3,kaiming_in,0.92,1,2,48.08000183105469
cifar10,conv3,kaiming_in,0.94,0,2,46.029998779296875
cifar10,conv3,xavier,0.98,1,4,32.65999984741211
cifar10,conv3,kaiming_out,0.84,1,2,56.779998779296875
cifar10,conv3,kaiming_in,0.96,0,4,38.0099983215332
cifar10,conv3,xavier,0.86,0,2,55.560001373291016
cifar10,conv3,kaiming_in,0.82,0,5,59.209999084472656
cifar10,conv3,kaiming_out,0.86,1,2,56.58000183105469
cifar10,conv3,kaiming_out,0.80,1,2,61.439998626708984
cifar10,conv3,kaiming_out,0.82,0,4,47.880001068115234
cifar10,conv3,kaiming_in,0.82,1,4,59.15999984741211
cifar10,conv3,kaiming_out,0.88,0,5,41.45000076293945
cifar10,conv3,xavier,0.94,0,4,46.560001373291016
cifar10,conv3,kaiming_in,0.88,1,2,52.810001373291016
cifar10,conv3,kaiming_in,0.96,0,5,41.04999923706055
cifar10,conv3,xavier,0.86,0,1,56.790000915527344
cifar10,conv3,kaiming_in,0.96,0,1,40.13999938964844
cifar10,conv3,kaiming_in,0.98,0,4,29.700000762939453
cifar10,conv3,kaiming_out,0.92,1,3,48.790000915527344
cifar10,conv3,kaiming_out,0.96,0,2,34.439998626708984
cifar10,conv3,kaiming_out,0.82,1,3,59.20000076293945
cifar10,conv3,xavier,0.88,0,5,54.45000076293945
cifar10,conv3,kaiming_in,0.80,0,1,59.25
cifar10,conv3,kaiming_in,0.90,1,5,52.83000183105469
cifar10,conv3,xavier,0.80,0,3,59.29999923706055
cifar10,conv3,kaiming_in,0.94,1,3,45.5099983215332
cifar10,conv3,xavier,0.96,1,1,40.52000045776367
cifar10,conv3,kaiming_in,0.82,1,3,58.54999923706055
cifar10,conv3,xavier,0.90,1,4,51.939998626708984
cifar10,conv3,xavier,0.92,1,1,48.13999938964844
cifar10,conv3,kaiming_out,0.90,1,1,51.5099983215332
cifar10,conv3,kaiming_out,0.88,1,2,54.61000061035156
cifar10,conv3,kaiming_out,0.94,1,1,45.58000183105469
cifar10,conv3,kaiming_in,0.94,0,1,45.59000015258789
cifar10,conv3,kaiming_in,0.86,0,2,56.31999969482422
cifar10,conv3,kaiming_in,0.90,0,5,52.810001373291016
cifar10,conv3,kaiming_in,0.84,1,3,57.02000045776367
cifar10,conv3,kaiming_out,0.96,0,1,36.650001525878906
cifar10,conv3,xavier,0.92,0,2,47.70000076293945
cifar10,conv3,kaiming_out,0.92,1,4,49.90999984741211
cifar10,conv3,kaiming_in,0.84,0,1,57.56999969482422
cifar10,conv3,xavier,0.92,0,5,50.130001068115234
cifar10,conv3,kaiming_out,0.88,1,4,53.75
cifar10,conv3,kaiming_in,0.88,0,5,53.18000030517578
cifar10,conv3,kaiming_out,0.96,0,3,37.529998779296875
cifar10,conv3,xavier,0.98,1,2,28.68000030517578
cifar10,conv3,xavier,0.94,1,4,44.540000915527344
cifar10,conv3,xavier,0.80,1,5,59.86000061035156
cifar10,conv3,kaiming_in,0.84,0,4,57.380001068115234
cifar10,conv3,xavier,0.96,0,3,41.86000061035156
cifar10,conv3,kaiming_in,0.86,1,3,55.68000030517578
cifar10,conv3,kaiming_out,0.90,1,3,50.970001220703125
cifar10,conv3,xavier,0.92,1,3,48.459999084472656
cifar10,conv3,xavier,0.90,1,3,51.560001373291016
cifar10,conv3,xavier,0.90,0,5,51.77000045776367
cifar10,conv3,xavier,0.88,0,1,53.36000061035156
cifar10,conv3,kaiming_out,0.80,0,2,46.34000015258789
cifar10,conv3,xavier,0.82,1,4,59.439998626708984
cifar10,conv3,xavier,0.84,0,5,56.70000076293945
cifar10,conv3,kaiming_out,0.96,0,4,38.09000015258789
cifar10,conv3,kaiming_in,0.86,0,1,56.0099983215332
cifar10,conv3,kaiming_in,0.98,0,3,32.470001220703125
cifar10,conv3,kaiming_in,0.80,0,2,60.04999923706055
cifar10,conv3,xavier,0.82,0,2,56.439998626708984
cifar10,conv3,kaiming_in,0.88,1,1,52.709999084472656
cifar10,conv3,xavier,0.90,0,3,51.209999084472656
cifar10,conv3,xavier,0.96,1,2,38.709999084472656
cifar10,conv3,xavier,0.88,0,3,53.959999084472656
cifar10,conv3,xavier,0.84,0,4,56.939998626708984
cifar10,conv3,kaiming_in,0.82,0,4,57.56999969482422
cifar10,conv3,xavier,0.88,0,4,53.25
cifar10,conv3,kaiming_out,0.84,1,5,57.599998474121094
cifar10,conv3,kaiming_in,0.84,1,1,57.33000183105469
cifar10,conv3,kaiming_out,0.94,0,3,38.88999938964844
cifar10,conv3,kaiming_out,0.82,1,2,58.08000183105469
cifar10,conv3,kaiming_in,0.92,0,1,47.97999954223633
cifar10,conv3,kaiming_in,0.98,1,3,31.920000076293945
cifar10,conv3,kaiming_in,0.88,1,5,54.72999954223633
cifar10,conv3,xavier,0.86,1,1,55.90999984741211
cifar10,conv3,kaiming_in,0.82,1,5,56.869998931884766
cifar10,conv3,xavier,0.88,1,5,54.58000183105469
cifar10,conv3,kaiming_in,0.80,1,1,60.0
cifar10,conv3,xavier,0.86,1,4,55.470001220703125
cifar10,conv3,kaiming_out,0.88,1,1,53.709999084472656
cifar10,conv3,kaiming_in,0.94,1,2,46.54999923706055
cifar10,conv3,kaiming_in,0.96,1,5,41.90999984741211
cifar10,conv3,kaiming_in,0.92,1,1,48.91999816894531
cifar10,conv3,xavier,0.84,1,4,55.7599983215332
cifar10,conv3,kaiming_out,0.96,1,2,41.900001525878906
cifar10,conv3,kaiming_out,0.82,0,2,49.63999938964844
cifar10,conv3,kaiming_in,0.88,1,4,53.650001525878906
cifar10,conv3,kaiming_in,0.88,0,4,53.880001068115234
cifar10,conv3,kaiming_out,0.94,1,4,45.689998626708984
cifar10,conv3,xavier,0.86,0,4,55.63999938964844
cifar10,conv3,kaiming_in,0.80,1,5,59.91999816894531
cifar10,conv3,xavier,0.94,1,2,45.2599983215332
cifar10,conv3,kaiming_out,0.80,1,5,60.459999084472656
cifar10,conv3,kaiming_in,0.88,0,3,54.5099983215332
cifar10,conv3,kaiming_out,0.88,1,3,53.41999816894531
cifar10,conv3,kaiming_out,0.84,0,4,49.5099983215332
cifar10,conv3,kaiming_out,0.80,0,1,44.47999954223633
cifar10,conv3,kaiming_out,0.98,0,4,25.049999237060547
cifar10,conv3,xavier,0.80,1,1,60.02000045776367
cifar10,conv3,xavier,0.86,1,5,56.13999938964844
cifar10,conv3,kaiming_out,0.90,0,2,42.599998474121094
cifar10,conv3,kaiming_out,0.84,1,3,57.66999816894531
cifar10,conv3,xavier,0.90,0,4,51.79999923706055
cifar10,conv3,kaiming_in,0.96,0,3,36.63999938964844
cifar10,conv3,kaiming_out,0.80,0,3,47.209999084472656
cifar10,conv3,kaiming_in,0.86,1,1,56.08000183105469
cifar10,conv3,xavier,0.82,0,4,59.650001525878906
cifar10,conv3,kaiming_in,0.80,0,4,60.29999923706055
cifar10,conv3,xavier,0.92,0,4,47.58000183105469
cifar10,conv3,xavier,0.88,0,2,53.619998931884766
cifar10,conv3,xavier,0.84,1,2,57.880001068115234
cifar10,conv3,xavier,0.80,1,4,59.79999923706055
cifar10,conv3,kaiming_out,0.98,0,2,23.770000457763672
cifar10,conv3,kaiming_out,0.92,0,3,41.959999084472656
cifar10,conv3,xavier,0.86,0,3,55.43000030517578
cifar10,conv3,kaiming_in,0.82,0,2,58.75
cifar10,conv3,xavier,0.98,1,5,31.950000762939453
cifar10,conv3,xavier,0.84,0,1,57.880001068115234
cifar10,conv3,kaiming_out,0.86,1,3,56.72999954223633
cifar10,conv3,kaiming_out,0.98,1,1,30.229999542236328
cifar10,conv3,xavier,0.96,1,3,40.869998931884766
cifar10,conv3,kaiming_in,0.84,0,5,57.220001220703125
cifar10,conv3,kaiming_in,0.90,0,2,51.2599983215332
cifar10,conv3,kaiming_in,0.92,1,3,48.7599983215332
cifar10,conv3,kaiming_out,0.90,0,1,43.86000061035156
cifar10,conv3,kaiming_out,0.90,0,3,46.029998779296875
cifar10,conv3,xavier,0.98,0,3,30.06999969482422
cifar10,conv3,kaiming_out,0.94,0,2,41.77000045776367
cifar10,conv3,kaiming_in,0.96,1,2,41.65999984741211
cifar10,conv3,kaiming_out,0.88,0,1,44.310001373291016
cifar10,conv3,kaiming_in,0.96,0,2,37.18000030517578
cifar10,conv3,kaiming_in,0.90,1,3,53.08000183105469
cifar10,conv3,kaiming_out,0.84,1,4,56.45000076293945
cifar10,conv3,kaiming_out,0.94,0,4,40.02000045776367
cifar10,conv3,xavier,0.84,1,3,57.880001068115234
cifar10,conv3,kaiming_out,0.88,1,5,53.09000015258789
cifar10,conv3,xavier,0.96,0,1,41.18000030517578
cifar10,conv3,kaiming_in,0.88,0,1,53.91999816894531
cifar10,conv3,kaiming_out,0.82,0,5,49.77000045776367
cifar10,conv3,kaiming_in,0.80,0,5,60.90999984741211
cifar10,conv3,kaiming_out,0.92,0,1,42.869998931884766
cifar10,conv3,kaiming_in,0.90,1,1,52.130001068115234
cifar10,conv3,xavier,0.98,0,5,27.1299991607666
cifar10,conv3,kaiming_in,0.80,1,4,59.91999816894531
cifar10,conv3,xavier,0.98,1,1,32.040000915527344
cifar10,conv3,kaiming_out,0.90,0,5,43.040000915527344
cifar10,conv3,kaiming_out,0.94,1,3,45.310001373291016
cifar10,conv3,kaiming_out,0.88,0,2,46.33000183105469
cifar10,conv3,kaiming_out,0.92,1,5,48.45000076293945
cifar10,conv3,kaiming_out,0.98,0,5,29.34000015258789
cifar10,conv3,xavier,0.94,0,5,45.47999954223633
cifar10,conv3,kaiming_out,0.98,1,2,27.329999923706055
cifar10,conv3,kaiming_out,0.86,1,1,55.41999816894531
cifar10,conv3,xavier,0.96,0,5,40.31999969482422
cifar10,conv3,xavier,0.98,0,4,32.459999084472656
cifar10,conv3,xavier,0.84,0,2,56.63999938964844
cifar10,conv3,kaiming_in,0.82,1,1,59.2400016784668
cifar10,conv3,kaiming_in,0.94,0,5,45.88999938964844
cifar10,conv3,kaiming_out,0.90,0,4,42.29999923706055
cifar10,conv3,kaiming_out,0.96,1,1,40.779998779296875
cifar10,conv3,kaiming_in,0.86,0,4,54.59000015258789
cifar10,conv3,xavier,0.88,1,3,54.11000061035156
cifar10,conv3,kaiming_in,0.80,1,2,59.54999923706055
cifar10,conv3,kaiming_in,0.96,1,1,36.81999969482422
cifar10,conv3,xavier,0.94,1,5,46.689998626708984
cifar10,conv3,kaiming_in,0.86,1,5,55.06999969482422
cifar10,conv3,xavier,0.82,1,1,57.90999984741211
cifar10,conv3,xavier,0.94,1,3,46.470001220703125
cifar10,conv3,kaiming_out,0.98,0,3,28.8700008392334
cifar10,conv3,xavier,0.90,1,5,51.529998779296875
cifar10,conv3,kaiming_out,0.84,1,1,57.79999923706055
cifar10,conv3,kaiming_out,0.80,0,4,49.29999923706055
cifar10,conv3,kaiming_out,0.98,1,3,30.639999389648438
cifar10,conv3,kaiming_out,0.82,1,4,59.619998931884766
cifar10,conv3,kaiming_in,0.92,0,3,48.7400016784668
cifar10,conv3,xavier,0.96,1,5,40.31999969482422
cifar10,conv3,xavier,0.92,0,1,48.65999984741211
cifar10,conv3,kaiming_in,0.92,0,4,49.72999954223633
cifar10,conv3,xavier,0.80,0,2,61.349998474121094
cifar10,conv3,kaiming_out,0.86,0,4,44.56999969482422
cifar10,conv3,xavier,0.82,0,3,59.20000076293945
cifar10,conv3,xavier,0.90,1,1,51.41999816894531
cifar10,conv3,kaiming_out,0.98,0,1,23.639999389648438
cifar10,conv3,kaiming_out,0.86,0,5,44.939998626708984
cifar10,conv3,kaiming_in,0.84,1,4,56.310001373291016
cifar10,conv3,xavier,0.94,0,3,45.630001068115234
cifar10,conv3,kaiming_out,0.80,1,3,59.66999816894531
cifar10,conv3,kaiming_in,0.90,0,3,50.58000183105469
cifar10,conv3,kaiming_out,0.92,1,1,48.93000030517578
cifar10,conv3,xavier,0.90,0,1,52.709999084472656
cifar10,conv3,xavier,0.82,0,1,58.939998626708984
cifar10,conv3,kaiming_out,0.96,1,4,40.380001068115234
cifar10,conv3,kaiming_out,0.82,1,5,59.209999084472656
cifar10,conv3,kaiming_out,0.86,0,1,46.029998779296875
cifar10,conv3,xavier,0.96,0,4,40.720001220703125
cifar10,conv3,kaiming_in,0.84,0,3,56.2599983215332
cifar10,conv3,kaiming_out,0.80,1,4,59.970001220703125
cifar10,conv3,kaiming_in,0.94,1,1,45.77000045776367
cifar10,conv3,kaiming_out,0.86,0,3,43.689998626708984
cifar10,conv3,xavier,0.98,1,3,29.549999237060547
cifar10,conv3,kaiming_in,0.96,1,4,42.220001220703125
cifar10,conv3,kaiming_in,0.92,0,2,49.279998779296875
cifar10,conv3,xavier,0.92,1,5,49.16999816894531
cifar10,conv3,kaiming_in,0.98,1,2,28.1200008392334
cifar10,conv3,kaiming_out,0.90,1,2,52.95000076293945
cifar10,conv3,kaiming_in,0.82,1,2,59.68000030517578
cifar10,conv3,kaiming_out,0.84,0,5,46.91999816894531
cifar10,conv3,kaiming_out,0.94,0,1,41.16999816894531
cifar10,conv3,kaiming_in,0.98,0,5,31.079999923706055
cifar10,conv3,kaiming_in,0.86,1,2,55.54999923706055
cifar10,conv3,xavier,0.92,1,2,50.5099983215332
cifar10,conv3,xavier,0.82,1,5,60.040000915527344
cifar10,conv3,kaiming_in,0.86,0,5,55.88999938964844
cifar10,conv3,kaiming_in,0.80,0,3,59.849998474121094
cifar10,conv3,xavier,0.86,1,3,55.47999954223633
cifar10,conv3,xavier,0.98,0,1,25.989999771118164
cifar10,conv3,xavier,0.90,0,2,52.4900016784668
cifar10,conv3,kaiming_out,0.94,1,5,44.650001525878906
cifar10,conv3,xavier,0.88,1,4,52.5
cifar10,conv3,kaiming_in,0.94,0,4,45.0099983215332
cifar10,conv3,kaiming_in,0.94,1,5,45.88999938964844
cifar10,conv3,kaiming_out,0.92,0,2,40.93000030517578
cifar10,conv3,kaiming_in,0.92,1,4,50.02000045776367
cifar10,conv3,kaiming_in,0.90,1,4,51.86000061035156
cifar10,conv3,kaiming_in,0.84,0,2,57.5
cifar10,conv3,xavier,0.96,0,2,41.77000045776367
cifar10,conv3,xavier,0.80,0,4,60.540000915527344
cifar10,conv3,kaiming_in,0.92,0,5,48.77000045776367
cifar10,conv3,xavier,0.84,1,5,57.97999954223633
cifar10,conv3,kaiming_in,0.88,1,3,53.849998474121094
cifar10,conv3,kaiming_in,0.82,0,1,59.7400016784668
cifar10,conv3,kaiming_out,0.92,0,5,41.41999816894531
cifar10,conv3,kaiming_out,0.96,1,5,42.189998626708984
cifar10,conv3,xavier,0.80,1,2,59.27000045776367
cifar10,conv3,xavier,0.90,1,2,52.2400016784668
cifar10,conv3,xavier,0.80,0,5,60.40999984741211
cifar10,conv3,kaiming_out,0.86,0,2,47.029998779296875
cifar10,conv3,kaiming_out,0.94,1,2,45.689998626708984
cifar10,conv3,kaiming_in,0.84,1,2,56.83000183105469
cifar10,conv3,xavier,0.80,1,3,59.90999984741211
cifar10,conv3,kaiming_in,0.92,1,5,47.95000076293945
cifar10,conv3,kaiming_in,0.90,0,1,52.02000045776367
cifar10,conv3,xavier,0.84,1,1,57.45000076293945
cifar10,conv3,kaiming_out,0.82,0,3,48.16999816894531
cifar10,conv3,xavier,0.88,1,2,53.20000076293945
cifar10,conv3,kaiming_out,0.88,0,4,44.18000030517578
cifar10,conv3,xavier,0.94,1,1,44.880001068115234
cifar10,conv3,kaiming_out,0.96,1,3,40.81999969482422
cifar10,conv3,kaiming_out,0.84,0,1,48.689998626708984
cifar10,conv3,kaiming_out,0.86,1,4,54.900001525878906
cifar10,conv3,kaiming_in,0.98,1,4,31.059999465942383
cifar10,conv3,kaiming_in,0.94,1,4,44.91999816894531
cifar10,conv3,kaiming_out,0.80,0,5,51.68000030517578
cifar10,conv3,kaiming_in,0.98,1,1,28.790000915527344
cifar10,conv3,xavier,0.86,1,2,55.380001068115234
cifar10,conv3,kaiming_out,0.88,0,3,43.90999984741211
